#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Pseudomonas sp. LAIL14HWK12:I2	1265482	PRJNA182477	182477	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URMO17WK12:I8	1265490	PRJNA182478	182478	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URMO17WK12:I9	1265491	PRJNA182479	182479	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. UW4	1207075	PRJNA182733	182733	Proteobacteria	Gammaproteobacteria	6.18339	60.1	NC_019670.1	CP003880.1	-	-	-	1	5537	5423	2012/12/03	2013/01/04	Complete	University of Waterloo
Pseudomonas sp. G5(2012)	1268068	PRJNA183186	183186	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Gwangju Institution of Science and Technology
Pseudomonas sp. M1	95619	PRJNA183483	183483	Proteobacteria	Gammaproteobacteria	6.95685	67.3	-	-	-	-	ANIR01	9	6132	6053	2012/12/05	2012/12/10	Scaffolds or contigs	University of Minho
Pseudomonas sp. 1E44	1255587	PRJEB245	184211	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	INRA-MIG
Pseudomonas sp. PCAi_65	1255685	PRJEB338	184311	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	INRA-MIG
Pseudomonas sp. 45MFCol3.1	1151124	PRJNA185298	185298	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URIL14HWK12:I4	1283282	PRJNA186457	186457	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URIL14HWK12:I7	1283285	PRJNA186464	186464	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URMO17WK12:I3	1283289	PRJNA186470	186470	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URMO17WK12:I4	1283292	PRJNA186474	186474	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. URIL14HWK12:I6	1283293	PRJNA186475	186475	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. JGI 0001027-C12	1298871	PRJNA190847	190847	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. JGI 0001012-A11	1298872	PRJNA190848	190848	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Pseudomonas sp. JGI 0001031-E11	1313271	PRJNA195728	195728	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Ruegeria sp. PR1b	185588	PRJNA13318	13318	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Ruegeria sp. R11	439497	PRJNA54725	54725	Proteobacteria	Alphaproteobacteria	3.81903	60	-	-	-	-	ABXM01	2	3714	3656	2008/09/30	2010/06/09	Scaffolds or contigs	Gordon and Betty Moore Foundation Microbial Genome Sequencing Project
Ruegeria sp. TM1040	292414	PRJNA58193	58193	Proteobacteria	Alphaproteobacteria	4.1537	60.054	NC_008044.1	CP000377.1	NC_008043.1,NC_008042.1	CP000376.1,CP000375.1	-	3	3956	3864	2006/05/22	2010/03/12	Complete	DOE Joint Genome Institute
Ruegeria sp. TW15	981384	PRJNA73135	73135	Proteobacteria	Alphaproteobacteria	4.49041	-	-	-	-	-	AEYW01	28	4470	4425	2011/03/15	2011/09/16	Scaffolds or contigs	Kyung Hee University
Klebsiella sp. KCL-2	160057	PRJNA13324	13324	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Klebsiella sp. 1_1_55	469608	PRJNA46351	46351	Proteobacteria	Gammaproteobacteria	5.41748	57.5	-	-	-	-	ACXA01	19	5083	5010	2009/11/23	2010/03/04	Scaffolds or contigs	Broad Institute
Klebsiella sp. MS 92-3	749535	PRJNA66159	66159	Proteobacteria	Gammaproteobacteria	5.57661	-	-	-	-	-	AFBO01	180	6216	6126	2011/04/07	2011/04/22	Scaffolds or contigs	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine
Klebsiella sp. 4_1_44FAA	665944	PRJNA80417	80417	Proteobacteria	Gammaproteobacteria	5.47888	-	-	-	-	-	ACWO01	78	5438	5348	2011/12/16	2011/12/21	Scaffolds or contigs	Broad Institute
Klebsiella sp. KTE92	1182695	PRJNA164933	164933	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Klebsiella sp. AS10	936564	PRJNA165913	165913	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	JCVI
Klebsiella sp. 10982	1196034	PRJNA167775	167775	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Science
Klebsiella sp. OBRC7	936565	PRJNA174238	174238	Proteobacteria	Gammaproteobacteria	6.34331	55	-	-	-	-	ALNJ01	158	6364	6263	2012/08/27	2012/11/07	Scaffolds or contigs	J. Craig Venter Institute
Streptomyces sp. F11	319318	PRJNA13747	13747	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. FQ1	319426	PRJNA13748	13748	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. EN27	211464	PRJNA13854	13854	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. 44414	364103	PRJNA16659	16659	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. HK1	405041	PRJNA28695	28695	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. 44030	364102	PRJNA30153	30153	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. FR1	349971	PRJNA30283	30283	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. H668	585200	PRJNA33349	33349	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Maryland Institute for Genome Sciences
Streptomyces sp. x3	682314	PRJNA41183	41183	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. ZL12	683081	PRJNA41291	41291	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. W9	682410	PRJNA41453	41453	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. Y27	701045	PRJNA42885	42885	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. SirexAA-E	862751	PRJNA42963	42963	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Streptomyces sp. e14	645465	PRJNA47353	47353	Actinobacteria	Actinobacteria	7.1462	72.7	-	-	-	-	ACUR01	13	6263	6195	2010/03/22	2010/04/13	Scaffolds or contigs	Broad Institute
Streptomyces sp. SPB74	465543	PRJNA48415	48415	Actinobacteria	Actinobacteria	6.50597	73	-	-	-	-	ABJG02	2	5945	5742	2008/02/28	2010/06/08	Scaffolds or contigs	Broad Institute
Streptomyces sp. Mg1	465541	PRJNA55043	55043	Actinobacteria	Actinobacteria	7.10572	71.2	-	-	-	-	ABJF01	127	7033	6975	2008/02/28	2010/06/08	Scaffolds or contigs	Broad Institute
Streptomyces sp. SPB78	591157	PRJNA55819	55819	Actinobacteria	Actinobacteria	6.89798	72.9	-	-	-	-	ACEU01	4	6449	6386	2009/02/26	2010/10/26	Scaffolds or contigs	Broad Institute
Streptomyces sp. AA4	591158	PRJNA55821	55821	Actinobacteria	Actinobacteria	9.15217	69.8	-	-	-	-	ACEV01	4	8475	8419	2009/02/26	2010/10/26	Scaffolds or contigs	Broad Institute
Streptomyces sp. C	253839	PRJNA55823	55823	Actinobacteria	Actinobacteria	7.91604	72.6	-	-	-	-	ACEW01	4	7611	7540	2009/02/26	2010/10/26	Scaffolds or contigs	Broad Institute
Streptomyces sp. SA3_actG	683219	PRJNA61899	61899	Actinobacteria	Actinobacteria	7.44308	-	-	-	-	-	ADXA01	254	6612	6547	2010/06/23	2011/01/13	Scaffolds or contigs	US DOE Joint Genome Institute (JGI-PGF)
Streptomyces sp. SA3_actF	682181	PRJNA61901	61901	Actinobacteria	Actinobacteria	7.21776	-	-	-	-	-	ADXB01	1275	6890	6823	2010/06/23	2011/01/14	Scaffolds or contigs	US DOE Joint Genome Institute (JGI-PGF)
Streptomyces sp. PP-C42	986330	PRJNA63125	63125	Actinobacteria	Actinobacteria	6.46785	72.1	-	-	-	-	AEWS01	-	-	-	2011/03/07	2011/07/05	Scaffolds or contigs	University of Kiel, Germany and Zhejiang Universtiy, China.
Streptomyces sp. S4	889487	PRJEA63577	63577	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of East Anglia, Norwich
Streptomyces sp. Tu6071	355249	PRJNA66919	66919	Actinobacteria	Actinobacteria	7.50673	-	NZ_CM001165.1	CM001165.1	NZ_CM001166.1	CM001166.1	AFHJ01	2	6642	6642	2011/05/10	2011/05/13	Complete	Pharmaceutical Bioinformatic, University of Freiburg
Streptomyces sp. TOR3209	1073567	PRJNA71265	71265	Actinobacteria	Actinobacteria	8.01337	72.6	-	-	-	-	AGNH01	729	-	-	2011/12/05	2012/03/23	Scaffolds or contigs	Institute of Genetics and Physiology?Hebei Academy of Agriculture and Forestry Sciences
Streptomyces sp. HGB0020	1078086	PRJNA72491	72491	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Streptomyces sp. SirexAA-E	862751	PRJNA72627	72627	Actinobacteria	Actinobacteria	7.41444	71.7	NC_015953.1	CP002993.1	-	-	-	1	6648	6357	2011/08/26	2011/09/28	Complete	US DOE Joint Genome Institute (JGI-PGF)
Streptomyces sp. Wigar10	1085628	PRJNA73091	73091	Actinobacteria	Actinobacteria	8.17892	71.9	-	-	-	-	AGDF01	721	-	-	2011/09/30	2011/12/12	Scaffolds or contigs	DOE Great Lakes Bioenergy Research Center
Streptomyces sp. W007	1055352	PRJNA73655	73655	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences 
Streptomyces sp. S4	889487	PRJNA78151	78151	Actinobacteria	Actinobacteria	7.49092	73.2	-	-	-	-	CADY01	99	6606	13008	2011/05/17	2012/11/07	Scaffolds or contigs	The Genome Analysis Centre
Streptomyces sp. W007	1055352	PRJNA80699	80699	Actinobacteria	Actinobacteria	9.05735	0.3	-	-	-	-	AGSW01	284	7969	7901	2011/12/20	2012/03/23	Scaffolds or contigs	Yantai Institute of Coastal Zone Research,Chinese Academy of Sciences 
Streptomyces sp. SS	260742	PRJNA159633	159633	Actinobacteria	Actinobacteria	8.11833	72.4	-	-	-	-	AKXV01	69	-	-	2012/10/03	2012/10/03	Scaffolds or contigs	Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences and Peking Union Medical College
Streptomyces sp. AA1529	1203257	PRJNA169173	169173	Actinobacteria	Actinobacteria	7.28598	72.7	-	-	-	-	ALAP01	109	-	-	2012/07/23	2012/07/23	Scaffolds or contigs	Institute of Plant Physiology and Ecology, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences
Streptomyces sp. HPH0547	1203592	PRJNA169487	169487	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute
Streptomyces sp. CNH189	1136432	PRJNA169772	169772	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNR698	1206101	PRJNA169773	169773	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNT371	1136433	PRJNA169776	169776	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNH099	1137269	PRJNA169791	169791	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNP082	1137270	PRJNA169793	169793	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. AA0539	1210045	PRJNA170575	170575	Actinobacteria	Actinobacteria	5.76856	72.9	-	-	-	-	ALNP01	57	-	-	2012/09/17	2012/09/17	Scaffolds or contigs	Institute of Plant Physiology and Ecology, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences
Streptomyces sp. PVA 94-07	1223307	PRJNA171846	171846	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Institute for Information Transmission Problems
Streptomyces sp. GBA 94-10	1218177	PRJNA171847	171847	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Institute for Information Transmission Problems
Streptomyces sp. AP10	1211820	PRJEB378	172621	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	ebi
Streptomyces sp. CNQ766	1169157	PRJNA175192	175192	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNS335	1169160	PRJNA175193	175193	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNT372	1169154	PRJNA175194	175194	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNY243	1169161	PRJNA175195	175195	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNT302	1169155	PRJNA177735	177735	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNY228	1169159	PRJNA177736	177736	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. GXT6	711393	PRJNA178392	178392	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	State Key Laboratory for Conservation and Utilization of Subtropical Agro-bioresources, Guangxi University
Streptomyces sp. CNB091	1169156	PRJNA178488	178488	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNS615	1169158	PRJNA178490	178490	Actinobacteria	Actinobacteria	7.34708	72.7	-	-	-	-	AQPE01	69	-	-	2013/04/15	2013/04/17	Scaffolds or contigs	DOE Joint Genome Institute
Streptomyces sp. SM8	1195457	PRJNA180938	180938	Actinobacteria	Actinobacteria	7.15208	35	-	-	-	-	AMPN01	513	6672	6577	2012/09/24	2012/11/18	Scaffolds or contigs	Environmental Research Institute, University College Cork, Ireland
Streptomyces sp. CNQ-525	418855	PRJNA187125	187125	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. 303MFCol5.2	1172181	PRJNA187949	187949	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. 351MFTsu5.1	1172180	PRJNA187950	187950	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNT318	1288079	PRJNA187951	187951	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNT360	1288080	PRJNA187952	187952	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNQ865	1288081	PRJNA187953	187953	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNH287	1288082	PRJNA187954	187954	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. TAA040	1288083	PRJNA187955	187955	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. 142MFCol3.1	1172179	PRJNA187960	187960	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. TAA204	1289387	PRJNA188326	188326	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. 118.1MFTsu1.1	1151125	PRJNA188826	188826	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNQ329	1298879	PRJNA190863	190863	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. TAA486	1298880	PRJNA190864	190864	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. 136MFCol5.1	1172182	PRJNA195703	195703	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. CNS606	1305837	PRJNA195771	195771	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Streptomyces sp. PAMC26508	1265601	PRJNA197217	197217	Actinobacteria	Actinobacteria	7.63025	71.0645	NC_021055.1	CP003990.1	NC_021056.1	CP003991.1	-	2	7158	7073	2013/04/15	2013/04/16	Complete	Korea Polar Research Institute
Streptomyces sp. R1-NS-10	1306990	PRJDB1072	198447	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute of Technology and Evaluation
Acinetobacter sp. EB104	156739	PRJNA13805	13805	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Acinetobacter sp. SUN	61312	PRJNA13851	13851	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Acinetobacter sp. ATCC 27244	525244	PRJNA55389	55389	Proteobacteria	Gammaproteobacteria	3.33037	39.4	-	-	-	-	ABYN01	95	3396	3327	2008/10/23	2010/06/09	Scaffolds or contigs	Baylor College of Medicine
Acinetobacter sp. ADP1	62977	PRJNA61597	61597	Proteobacteria	Gammaproteobacteria	3.59862	40.4	NC_005966.1	CR543861.1	-	-	-	1	3407	3307	2004/06/30	2012/01/19	Complete	Genoscope
Acinetobacter sp. P8-3-8	1029823	PRJNA77731	77731	Proteobacteria	Gammaproteobacteria	3.89233	-	-	-	-	-	AFIE01	204	3735	3668	2011/05/19	2011/11/23	Scaffolds or contigs	Genome Resource Center
Acinetobacter sp. NBRC 100985	1071390	PRJNA78547	78547	Proteobacteria	Gammaproteobacteria	3.5181	-	-	-	-	-	BAEB01	67	3415	3352	2011/11/19	2012/02/19	Scaffolds or contigs	National Institute of Technology and Evaluation
Acinetobacter sp. HA	1173062	PRJNA167861	167861	Proteobacteria	Gammaproteobacteria	3.12508	-	-	-	-	-	AJXD01	102	2992	2910	2012/05/30	2012/06/04	Scaffolds or contigs	University of Delhi
Acinetobacter sp. GG2	651305	PRJNA171723	171723	Proteobacteria	Gammaproteobacteria	3.87311	38.4	-	-	-	-	ALOW01	40	-	-	2012/08/20	2012/08/20	Scaffolds or contigs	University of Malaya
Acinetobacter sp. TG27347	1221289	PRJNA172701	172701	Proteobacteria	Gammaproteobacteria	4.01675	38.6	-	-	-	-	AMIT01	90	-	-	2012/10/02	2012/10/02	Scaffolds or contigs	Translational Genomics Research Institute
Acinetobacter sp. 528	1221302	PRJNA172719	172719	Proteobacteria	Gammaproteobacteria	4.05134	38.7	-	-	-	-	AMJL01	293	-	-	2012/10/02	2012/10/02	Scaffolds or contigs	Translational Genomics Research Institute
Acinetobacter sp. TG19627	1221303	PRJNA172720	172720	Proteobacteria	Gammaproteobacteria	4.52465	40.8	-	-	-	-	AMJM01	109	-	-	2012/10/02	2012/10/02	Scaffolds or contigs	Translational Genomics Research Institute
Acinetobacter sp. TG2027	1221304	PRJNA172721	172721	Proteobacteria	Gammaproteobacteria	3.92724	38.7	-	-	-	-	AMJN01	66	-	-	2012/10/02	2012/10/02	Scaffolds or contigs	Translational Genomics Research Institute
Acinetobacter sp. NCTC 7422	981223	PRJNA173058	173058	Proteobacteria	Gammaproteobacteria	3.99265	-	-	-	-	-	AIED01	164	-	-	2012/02/21	2013/01/03	Scaffolds or contigs	University of Birmingham
Acinetobacter sp. NCTC 10304	981224	PRJNA173059	173059	Proteobacteria	Gammaproteobacteria	4.15721	-	-	-	-	-	AIEE01	374	-	-	2012/02/21	2013/01/03	Scaffolds or contigs	University of Birmingham
Acinetobacter sp. CIP 102143	1144666	PRJNA183222	183222	Proteobacteria	Gammaproteobacteria	2.96485	41.5	-	-	-	-	APSE01	26	3004	2922	2013/04/17	2013/04/17	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 3880	1217701	PRJNA183223	183223	Proteobacteria	Gammaproteobacteria	4.29825	40.8	-	-	-	-	APSD01	14	4129	4055	2013/04/17	2013/04/17	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 542	1217688	PRJNA183224	183224	Proteobacteria	Gammaproteobacteria	4.17467	38.8	-	-	-	-	APSC01	8	3919	3831	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 2100	1217708	PRJNA183225	183225	Proteobacteria	Gammaproteobacteria	3.87579	40.9	-	-	-	-	APSB01	1	3672	3581	2013/04/17	2013/04/17	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 3623	1217698	PRJNA183226	183226	Proteobacteria	Gammaproteobacteria	3.94169	42.7	-	-	-	-	APSA01	2	3704	3617	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 1859	1217695	PRJNA183227	183227	Proteobacteria	Gammaproteobacteria	4.19713	41.4	-	-	-	-	APRZ01	8	4039	3942	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 64.7	1144673	PRJNA183228	183228	Proteobacteria	Gammaproteobacteria	3.60828	42.8	-	-	-	-	APRY01	19	3646	3550	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 101966	1144662	PRJNA183229	183229	Proteobacteria	Gammaproteobacteria	3.48583	42.8	-	-	-	-	APRX01	18	3512	3424	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 2168	1217706	PRJNA183230	183230	Proteobacteria	Gammaproteobacteria	4.02529	41.4	-	-	-	-	APRW01	3	3787	3695	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 102136	1144665	PRJNA183231	183231	Proteobacteria	Gammaproteobacteria	3.55929	42.4	-	-	-	-	APRV01	20	3489	3395	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 51.11	1144670	PRJNA183232	183232	Proteobacteria	Gammaproteobacteria	3.13352	43.1	-	-	-	-	APRU01	5	3007	2899	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 64.2	1217694	PRJNA183233	183233	Proteobacteria	Gammaproteobacteria	3.99111	41.3	-	-	-	-	APRT01	9	3899	3816	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 110321	1217699	PRJNA183234	183234	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Acinetobacter sp. NIPH 2171	1217693	PRJNA183235	183235	Proteobacteria	Gammaproteobacteria	3.4802	42	-	-	-	-	APRS01	7	3438	3348	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 1847	1217697	PRJNA183236	183236	Proteobacteria	Gammaproteobacteria	3.91656	42.9	-	-	-	-	APRR01	4	3758	3684	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 101934	1144661	PRJNA183237	183237	Proteobacteria	Gammaproteobacteria	3.1864	42.6	-	-	-	-	APRQ01	17	3087	2993	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 3862	1217705	PRJNA183238	183238	Proteobacteria	Gammaproteobacteria	3.7804	38.5	-	-	-	-	APRP01	3	3731	3657	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 1867	1217702	PRJNA183239	183239	Proteobacteria	Gammaproteobacteria	3.93541	40.4	-	-	-	-	APRO01	2	3715	3625	2013/04/17	2013/04/17	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 70.18	1217700	PRJNA183240	183240	Proteobacteria	Gammaproteobacteria	4.5968	40.7	-	-	-	-	APRN01	28	4435	4355	2013/04/17	2013/04/17	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 298	1217692	PRJNA183241	183241	Proteobacteria	Gammaproteobacteria	3.46261	40.2	-	-	-	-	APRM01	4	3292	3206	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 4105	1217703	PRJNA183242	183242	Proteobacteria	Gammaproteobacteria	4.09963	40.5	-	-	-	-	APRL01	5	3915	3835	2013/04/17	2013/04/17	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 53.82	1144671	PRJNA183243	183243	Proteobacteria	Gammaproteobacteria	3.12025	45.9	-	-	-	-	APRK01	11	3011	2918	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 713	1217709	PRJNA183244	183244	Proteobacteria	Gammaproteobacteria	3.00624	43.2	-	-	-	-	APRJ01	12	2900	2816	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 2036	1217696	PRJNA183245	183245	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
